Team,Chelsea_21_22,Liverpool_21_22,West Ham_21_22,Brighton_21_22,Tottenham_21_22,Manchester Utd_21_22,Brentford_21_22,Everton_21_22,Manchester City_21_22,Aston Villa_21_22,Watford_21_22,Leicester City_21_22,Southampton_21_22,Crystal Palace_21_22,Leeds United_21_22,Wolves_21_22,Burnley_21_22,Arsenal_21_22,Newcastle Utd_21_22,Norwich City_21_22
Watford_16_17,6.557438524302,6.557438524302,7.810249675906654,5.744562646538029,5.830951894845301,5.0990195135927845,4.242640687119285,4.242640687119285,4.123105625617661,2.8284271247461903,2.449489742783178,2.23606797749979,1.0,2.0,4.123105625617661,2.449489742783178,1.7320508075688772,2.449489742783178,3.1622776601683795,5.477225575051661
Southampton_16_17,7.0710678118654755,7.0710678118654755,8.602325267042627,6.164414002968976,5.916079783099616,5.916079783099616,4.358898943540674,5.0,4.898979485566356,3.605551275463989,3.0,2.449489742783178,1.4142135623730951,1.0,4.47213595499958,1.7320508075688772,1.4142135623730951,1.7320508075688772,3.3166247903554,5.196152422706632
Stoke City_16_17,7.681145747868608,7.681145747868608,8.06225774829855,6.708203932499369,7.0710678118654755,5.830951894845301,5.830951894845301,4.69041575982343,5.385164807134504,3.4641016151377544,2.449489742783178,2.23606797749979,1.0,2.8284271247461903,2.23606797749979,3.7416573867739413,1.7320508075688772,2.449489742783178,1.4142135623730951,3.7416573867739413
Crystal Palace_16_17,8.06225774829855,8.06225774829855,10.04987562112089,7.280109889280518,6.6332495807108,7.211102550927978,4.898979485566356,6.48074069840786,5.916079783099616,5.0990195135927845,4.69041575982343,4.123105625617661,3.0,1.4142135623730951,5.916079783099616,0.0,2.23606797749979,2.0,4.47213595499958,6.0
Sunderland_16_17,7.810249675906654,7.810249675906654,8.54400374531753,7.0,7.211102550927978,6.0,5.656854249492381,5.0990195135927845,5.196152422706632,3.7416573867739413,3.1622776601683795,3.0,1.0,2.449489742783178,3.3166247903554,2.8284271247461903,1.0,2.0,2.0,4.47213595499958
Bournemouth_16_17,8.246211251235321,8.246211251235321,9.273618495495704,7.3484692283495345,7.280109889280518,6.708203932499369,5.744562646538029,5.744562646538029,5.830951894845301,4.358898943540674,3.605551275463989,3.1622776601683795,1.4142135623730951,1.7320508075688772,3.7416573867739413,2.23606797749979,0.0,1.0,2.23606797749979,4.123105625617661
Manchester Utd_17_18,3.0,3.0,3.0,4.123105625617661,6.0,3.4641016151377544,6.324555320336759,4.69041575982343,4.358898943540674,5.830951894845301,7.0710678118654755,7.810249675906654,8.774964387392123,9.899494936611665,9.9498743710662,10.198039027185569,10.04987562112089,10.770329614269007,10.392304845413264,12.806248474865697
Huddersfield_17_18,1.0,1.0,5.0,1.0,2.0,3.4641016151377544,2.8284271247461903,3.7416573867739413,3.3166247903554,4.242640687119285,5.0990195135927845,5.385164807134504,6.708203932499369,7.0710678118654755,8.660254037844387,7.483314773547883,7.810249675906654,8.246211251235321,8.717797887081348,10.770329614269007
West Brom_17_18,3.0,3.0,6.708203932499369,2.23606797749979,0.0,4.898979485566356,2.0,4.69041575982343,4.358898943540674,4.69041575982343,5.0990195135927845,5.0,6.4031242374328485,6.164414002968976,8.660254037844387,6.6332495807108,7.280109889280518,7.483314773547883,8.48528137423857,10.198039027185569
Manchester City_17_18,3.0,3.0,5.744562646538029,2.23606797749979,2.449489742783178,3.1622776601683795,1.4142135623730951,2.8284271247461903,2.23606797749979,2.449489742783178,3.1622776601683795,3.3166247903554,4.358898943540674,4.69041575982343,6.708203932499369,5.0990195135927845,5.385164807134504,5.830951894845301,6.48074069840786,8.602325267042627
Watford_17_18,3.605551275463989,3.605551275463989,3.605551275463989,3.0,4.69041575982343,1.4142135623730951,4.242640687119285,0.0,2.23606797749979,1.4142135623730951,2.449489742783178,3.3166247903554,4.358898943540674,5.830951894845301,5.385164807134504,6.48074069840786,5.744562646538029,6.48074069840786,5.830951894845301,8.12403840463596
Everton_17_18,3.7416573867739413,3.7416573867739413,6.6332495807108,2.8284271247461903,2.23606797749979,4.123105625617661,1.0,3.605551275463989,3.1622776601683795,3.0,3.3166247903554,3.1622776601683795,4.242640687119285,4.123105625617661,6.782329983125268,4.58257569495584,5.0990195135927845,5.385164807134504,6.4031242374328485,8.306623862918075
Liverpool_17_18,3.7416573867739413,3.7416573867739413,4.47213595499958,2.8284271247461903,4.123105625617661,2.23606797749979,3.605551275463989,1.0,2.449489742783178,1.0,1.7320508075688772,2.449489742783178,3.7416573867739413,5.0,5.0990195135927845,5.744562646538029,5.0990195135927845,5.744562646538029,5.385164807134504,7.54983443527075
Southampton_17_18,3.4641016151377544,3.4641016151377544,5.477225575051661,2.449489742783178,3.0,3.0,2.23606797749979,2.23606797749979,2.449489742783178,1.7320508075688772,2.23606797749979,2.449489742783178,3.7416573867739413,4.358898943540674,5.830951894845301,5.0,4.898979485566356,5.385164807134504,5.744562646538029,7.810249675906654
Leicester City_17_18,5.0,5.0,4.358898943540674,4.358898943540674,5.830951894845301,2.449489742783178,5.0990195135927845,1.4142135623730951,3.0,1.4142135623730951,2.0,3.0,3.605551275463989,5.477225575051661,4.123105625617661,6.164414002968976,5.0,5.830951894845301,4.69041575982343,7.0710678118654755
Tottenham_17_18,4.123105625617661,4.123105625617661,5.916079783099616,3.3166247903554,3.7416573867739413,3.1622776601683795,2.449489742783178,2.449489742783178,2.23606797749979,1.4142135623730951,2.0,2.23606797749979,3.0,3.7416573867739413,5.385164807134504,4.242640687119285,4.123105625617661,4.69041575982343,5.0990195135927845,7.3484692283495345
Arsenal_17_18,5.0990195135927845,5.0990195135927845,5.0990195135927845,4.242640687119285,5.385164807134504,3.0,4.58257569495584,1.7320508075688772,3.1622776601683795,1.0,1.0,2.0,2.8284271247461903,4.58257569495584,3.7416573867739413,5.385164807134504,4.242640687119285,5.0,4.123105625617661,6.4031242374328485
Burnley_17_18,4.69041575982343,4.69041575982343,5.830951894845301,3.7416573867739413,4.358898943540674,3.3166247903554,3.3166247903554,2.23606797749979,2.8284271247461903,1.0,1.0,1.4142135623730951,2.449489742783178,3.605551275463989,4.47213595499958,4.358898943540674,3.7416573867739413,4.358898943540674,4.358898943540674,6.557438524302
Chelsea_17_18,5.0990195135927845,5.0990195135927845,5.0990195135927845,4.242640687119285,5.385164807134504,3.0,4.58257569495584,1.7320508075688772,3.1622776601683795,1.0,1.0,2.0,2.8284271247461903,4.58257569495584,3.7416573867739413,5.385164807134504,4.242640687119285,5.0,4.123105625617661,6.4031242374328485
Stoke City_17_18,5.0990195135927845,5.0990195135927845,7.874007874011811,4.242640687119285,3.3166247903554,5.196152422706632,1.7320508075688772,4.58257569495584,4.0,3.605551275463989,3.605551275463989,3.1622776601683795,3.7416573867739413,3.0,6.6332495807108,3.3166247903554,4.242640687119285,4.358898943540674,5.916079783099616,7.681145747868608
Swansea City_17_18,8.12403840463596,8.12403840463596,9.486832980505138,7.0710678118654755,6.708203932499369,7.0,5.385164807134504,5.916079783099616,6.164414002968976,4.58257569495584,3.605551275463989,2.8284271247461903,2.0,1.0,4.242640687119285,2.23606797749979,1.4142135623730951,1.0,3.0,4.123105625617661
Bournemouth_17_18,8.366600265340756,8.366600265340756,10.0,7.483314773547883,7.0,7.280109889280518,5.385164807134504,6.4031242374328485,6.164414002968976,5.0,4.358898943540674,3.7416573867739413,2.449489742783178,1.0,5.0990195135927845,1.0,1.4142135623730951,1.0,3.605551275463989,5.0
Newcastle Utd_17_18,8.366600265340756,8.366600265340756,10.0,7.483314773547883,7.0,7.280109889280518,5.385164807134504,6.4031242374328485,6.164414002968976,5.0,4.358898943540674,3.7416573867739413,2.449489742783178,1.0,5.0990195135927845,1.0,1.4142135623730951,1.0,3.605551275463989,5.0
Brighton_17_18,8.774964387392123,8.774964387392123,10.04987562112089,7.810249675906654,7.483314773547883,7.483314773547883,6.0,6.48074069840786,6.557438524302,5.0990195135927845,4.242640687119285,3.605551275463989,2.23606797749979,1.4142135623730951,4.358898943540674,2.0,1.0,0.0,2.8284271247461903,4.0
Crystal Palace_17_18,8.774964387392123,8.774964387392123,10.04987562112089,7.810249675906654,7.483314773547883,7.483314773547883,6.0,6.48074069840786,6.557438524302,5.0990195135927845,4.242640687119285,3.605551275463989,2.23606797749979,1.4142135623730951,4.358898943540674,2.0,1.0,0.0,2.8284271247461903,4.0
West Ham_17_18,9.695359714832659,9.695359714832659,9.38083151964686,8.717797887081348,9.219544457292887,7.54983443527075,8.06225774829855,6.4031242374328485,7.3484692283495345,5.385164807134504,4.358898943540674,4.242640687119285,3.1622776601683795,4.58257569495584,1.4142135623730951,5.385164807134504,3.1622776601683795,3.605551275463989,1.0,2.23606797749979
Manchester City_18_19,3.1622776601683795,3.1622776601683795,2.0,4.0,6.082762530298219,3.0,6.4031242374328485,4.123105625617661,4.242640687119285,5.385164807134504,6.557438524302,7.3484692283495345,8.366600265340756,9.643650760992955,9.273618495495704,10.04987562112089,9.695359714832659,10.44030650891055,9.848857801796104,12.206555615733702
Liverpool_18_19,1.0,1.0,3.605551275463989,2.23606797749979,4.0,2.8284271247461903,4.47213595499958,3.7416573867739413,3.3166247903554,4.69041575982343,5.830951894845301,6.4031242374328485,7.54983443527075,8.366600265340756,9.1104335791443,8.717797887081348,8.774964387392123,9.38083151964686,9.38083151964686,11.661903789690601
Chelsea_18_19,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,4.47213595499958,2.0,4.898979485566356,2.449489742783178,3.3166247903554,3.7416573867739413,4.69041575982343,5.385164807134504,6.708203932499369,7.874007874011811,7.681145747868608,8.48528137423857,8.06225774829855,8.717797887081348,8.246211251235321,10.392304845413264
Watford_18_19,1.0,1.0,3.605551275463989,1.0,3.1622776601683795,2.449489742783178,3.7416573867739413,2.8284271247461903,3.0,3.7416573867739413,4.69041575982343,5.196152422706632,6.557438524302,7.3484692283495345,8.06225774829855,7.874007874011811,7.810249675906654,8.366600265340756,8.366600265340756,10.488088481701515
Bournemouth_18_19,1.4142135623730951,1.4142135623730951,4.47213595499958,0.0,2.23606797749979,3.0,3.0,3.0,3.1622776601683795,3.605551275463989,4.358898943540674,4.69041575982343,6.164414002968976,6.708203932499369,7.874007874011811,7.280109889280518,7.3484692283495345,7.810249675906654,8.06225774829855,10.04987562112089
Tottenham_18_19,2.0,2.0,3.1622776601683795,1.4142135623730951,3.605551275463989,2.23606797749979,4.123105625617661,2.23606797749979,3.1622776601683795,3.3166247903554,4.123105625617661,4.69041575982343,6.164414002968976,7.14142842854285,7.3484692283495345,7.810249675906654,7.483314773547883,8.06225774829855,7.810249675906654,9.848857801796104
Everton_18_19,3.7416573867739413,3.7416573867739413,4.47213595499958,2.8284271247461903,4.123105625617661,2.23606797749979,3.605551275463989,1.0,2.449489742783178,1.0,1.7320508075688772,2.449489742783178,3.7416573867739413,5.0,5.0990195135927845,5.744562646538029,5.0990195135927845,5.744562646538029,5.385164807134504,7.54983443527075
Leicester City_18_19,4.123105625617661,4.123105625617661,5.916079783099616,3.3166247903554,3.7416573867739413,3.1622776601683795,2.449489742783178,2.449489742783178,2.23606797749979,1.4142135623730951,2.0,2.23606797749979,3.0,3.7416573867739413,5.385164807134504,4.242640687119285,4.123105625617661,4.69041575982343,5.0990195135927845,7.3484692283495345
Crystal Palace_18_19,4.69041575982343,4.69041575982343,6.782329983125268,3.7416573867739413,3.605551275463989,4.123105625617661,2.23606797749979,3.3166247903554,3.1622776601683795,2.23606797749979,2.23606797749979,2.0,2.8284271247461903,3.0,5.477225575051661,3.605551275463989,3.7416573867739413,4.123105625617661,5.0,7.0
Manchester Utd_18_19,5.0990195135927845,5.0990195135927845,5.0990195135927845,4.242640687119285,5.385164807134504,3.0,4.58257569495584,1.7320508075688772,3.1622776601683795,1.0,1.0,2.0,2.8284271247461903,4.58257569495584,3.7416573867739413,5.385164807134504,4.242640687119285,5.0,4.123105625617661,6.4031242374328485
Brighton_18_19,5.385164807134504,5.385164807134504,5.916079783099616,4.358898943540674,5.0990195135927845,3.7416573867739413,4.242640687119285,2.449489742783178,3.605551275463989,1.4142135623730951,0.0,1.0,2.23606797749979,3.7416573867739413,3.605551275463989,4.69041575982343,3.605551275463989,4.242640687119285,3.7416573867739413,5.830951894845301
Newcastle Utd_18_19,6.708203932499369,6.708203932499369,8.660254037844387,5.916079783099616,5.477225575051661,5.830951894845301,3.7416573867739413,5.0990195135927845,4.58257569495584,3.7416573867739413,3.4641016151377544,3.0,2.23606797749979,1.4142135623730951,5.385164807134504,1.4142135623730951,2.23606797749979,2.449489742783178,4.242640687119285,6.164414002968976
Southampton_18_19,6.708203932499369,6.708203932499369,8.660254037844387,5.916079783099616,5.477225575051661,5.830951894845301,3.7416573867739413,5.0990195135927845,4.58257569495584,3.7416573867739413,3.4641016151377544,3.0,2.23606797749979,1.4142135623730951,5.385164807134504,1.4142135623730951,2.23606797749979,2.449489742783178,4.242640687119285,6.164414002968976
Burnley_18_19,7.0710678118654755,7.0710678118654755,8.602325267042627,6.164414002968976,5.916079783099616,5.916079783099616,4.358898943540674,5.0,4.898979485566356,3.605551275463989,3.0,2.449489742783178,1.4142135623730951,1.0,4.47213595499958,1.7320508075688772,1.4142135623730951,1.7320508075688772,3.3166247903554,5.196152422706632
Cardiff City_18_19,7.3484692283495345,7.3484692283495345,9.486832980505138,6.48074069840786,5.744562646538029,6.708203932499369,4.123105625617661,5.916079783099616,5.477225575051661,4.58257569495584,4.123105625617661,3.4641016151377544,2.8284271247461903,1.0,5.830951894845301,1.0,2.449489742783178,2.23606797749979,4.58257569495584,6.082762530298219
Wolves_18_19,7.0710678118654755,7.0710678118654755,7.874007874011811,6.164414002968976,6.4031242374328485,5.385164807134504,5.0,4.358898943540674,4.69041575982343,3.0,2.23606797749979,2.0,0.0,2.23606797749979,3.1622776601683795,3.0,1.4142135623730951,2.23606797749979,2.23606797749979,4.58257569495584
Arsenal_18_19,8.366600265340756,8.366600265340756,8.717797887081348,7.483314773547883,7.810249675906654,6.4031242374328485,6.4031242374328485,5.385164807134504,5.830951894845301,4.123105625617661,3.3166247903554,3.1622776601683795,1.4142135623730951,3.0,2.449489742783178,3.605551275463989,1.4142135623730951,2.23606797749979,1.0,3.605551275463989
Fulham_18_19,8.774964387392123,8.774964387392123,9.433981132056603,7.810249675906654,7.874007874011811,7.0710678118654755,6.48074069840786,6.0,6.4031242374328485,4.69041575982343,3.7416573867739413,3.3166247903554,1.7320508075688772,2.449489742783178,3.0,3.1622776601683795,1.0,1.4142135623730951,1.4142135623730951,3.1622776601683795
West Ham_18_19,9.38083151964686,9.38083151964686,9.695359714832659,8.366600265340756,8.54400374531753,7.54983443527075,7.280109889280518,6.4031242374328485,7.0710678118654755,5.196152422706632,4.123105625617661,3.7416573867739413,2.449489742783178,3.3166247903554,2.449489742783178,4.123105625617661,2.0,2.23606797749979,1.0,2.23606797749979
Huddersfield_18_19,11.532562594670797,11.532562594670797,11.0,10.44030650891055,10.862780491200215,9.486832980505138,9.899494936611665,8.246211251235321,9.433981132056603,7.3484692283495345,6.164414002968976,5.916079783099616,5.196152422706632,6.164414002968976,3.0,7.0710678118654755,5.0,5.0990195135927845,3.1622776601683795,1.4142135623730951
Liverpool_19_20,2.23606797749979,2.23606797749979,2.23606797749979,2.23606797749979,4.47213595499958,2.0,4.898979485566356,2.449489742783178,3.3166247903554,3.7416573867739413,4.69041575982343,5.385164807134504,6.708203932499369,7.874007874011811,7.681145747868608,8.48528137423857,8.06225774829855,8.717797887081348,8.246211251235321,10.392304845413264
Arsenal_19_20,2.23606797749979,2.23606797749979,5.385164807134504,1.0,1.4142135623730951,3.7416573867739413,2.449489742783178,3.4641016151377544,3.605551275463989,3.7416573867739413,4.242640687119285,4.358898943540674,5.916079783099616,6.164414002968976,7.810249675906654,6.782329983125268,7.0,7.3484692283495345,7.874007874011811,9.695359714832659
Manchester City_19_20,3.4641016151377544,3.4641016151377544,2.449489742783178,3.7416573867739413,5.744562646538029,1.0,5.385164807134504,2.23606797749979,2.449489742783178,3.3166247903554,4.58257569495584,5.477225575051661,6.164414002968976,7.681145747868608,7.0710678118654755,8.06225774829855,7.483314773547883,8.306623862918075,7.54983443527075,10.04987562112089
Manchester Utd_19_20,2.23606797749979,2.23606797749979,4.123105625617661,2.23606797749979,3.7416573867739413,1.4142135623730951,3.1622776601683795,2.0,1.0,2.449489742783178,3.7416573867739413,4.358898943540674,5.196152422706632,6.164414002968976,7.0,6.48074069840786,6.4031242374328485,7.0710678118654755,7.0710678118654755,9.486832980505138
Brighton_19_20,2.449489742783178,2.449489742783178,4.898979485566356,2.0,3.0,2.23606797749979,2.23606797749979,2.23606797749979,1.4142135623730951,2.23606797749979,3.3166247903554,3.7416573867739413,4.69041575982343,5.385164807134504,6.782329983125268,5.744562646538029,5.830951894845301,6.4031242374328485,6.708203932499369,9.0
Tottenham_19_20,3.605551275463989,3.605551275463989,3.605551275463989,3.0,4.69041575982343,1.4142135623730951,4.242640687119285,0.0,2.23606797749979,1.4142135623730951,2.449489742783178,3.3166247903554,4.358898943540674,5.830951894845301,5.385164807134504,6.48074069840786,5.744562646538029,6.48074069840786,5.830951894845301,8.12403840463596
Bournemouth_19_20,3.4641016151377544,3.4641016151377544,5.477225575051661,2.449489742783178,3.0,3.0,2.23606797749979,2.23606797749979,2.449489742783178,1.7320508075688772,2.23606797749979,2.449489742783178,3.7416573867739413,4.358898943540674,5.830951894845301,5.0,4.898979485566356,5.385164807134504,5.744562646538029,7.810249675906654
Everton_19_20,4.47213595499958,4.47213595499958,7.874007874011811,3.7416573867739413,2.23606797749979,5.385164807134504,1.0,5.0,4.242640687119285,4.358898943540674,4.58257569495584,4.242640687119285,5.0990195135927845,4.358898943540674,7.874007874011811,4.58257569495584,5.656854249492381,5.744562646538029,7.280109889280518,9.0
Sheffield Utd_19_20,3.7416573867739413,3.7416573867739413,6.6332495807108,2.8284271247461903,2.23606797749979,4.123105625617661,1.0,3.605551275463989,3.1622776601683795,3.0,3.3166247903554,3.1622776601683795,4.242640687119285,4.123105625617661,6.782329983125268,4.58257569495584,5.0990195135927845,5.385164807134504,6.4031242374328485,8.306623862918075
Burnley_19_20,3.7416573867739413,3.7416573867739413,5.0990195135927845,3.1622776601683795,4.123105625617661,2.23606797749979,3.0,1.7320508075688772,1.4142135623730951,1.0,2.23606797749979,2.8284271247461903,3.4641016151377544,4.58257569495584,5.477225575051661,5.0,4.69041575982343,5.385164807134504,5.385164807134504,7.810249675906654
Norwich City_19_20,5.916079783099616,5.916079783099616,5.385164807134504,5.0,6.164414002968976,3.7416573867739413,5.477225575051661,2.449489742783178,4.123105625617661,2.0,1.4142135623730951,2.23606797749979,3.0,4.898979485566356,3.0,5.830951894845301,4.358898943540674,5.0990195135927845,3.7416573867739413,5.830951894845301
Leicester City_19_20,5.744562646538029,5.744562646538029,8.306623862918075,5.0,4.242640687119285,5.477225575051661,2.449489742783178,4.898979485566356,4.123105625617661,3.7416573867739413,3.7416573867739413,3.3166247903554,3.3166247903554,2.449489742783178,6.4031242374328485,2.449489742783178,3.605551275463989,3.7416573867739413,5.477225575051661,7.3484692283495345
Wolves_19_20,5.744562646538029,5.744562646538029,8.306623862918075,5.0,4.242640687119285,5.477225575051661,2.449489742783178,4.898979485566356,4.123105625617661,3.7416573867739413,3.7416573867739413,3.3166247903554,3.3166247903554,2.449489742783178,6.4031242374328485,2.449489742783178,3.605551275463989,3.7416573867739413,5.477225575051661,7.3484692283495345
Crystal Palace_19_20,7.14142842854285,7.14142842854285,9.643650760992955,6.4031242374328485,5.477225575051661,6.782329983125268,3.7416573867739413,6.164414002968976,5.385164807134504,4.898979485566356,4.69041575982343,4.123105625617661,3.605551275463989,2.0,6.708203932499369,1.4142135623730951,3.3166247903554,3.1622776601683795,5.477225575051661,7.0710678118654755
Chelsea_19_20,8.12403840463596,8.12403840463596,8.831760866327848,7.0710678118654755,7.14142842854285,6.557438524302,5.916079783099616,5.385164807134504,6.0,4.123105625617661,3.0,2.449489742783178,1.4142135623730951,2.23606797749979,2.8284271247461903,3.3166247903554,1.4142135623730951,1.7320508075688772,1.7320508075688772,3.3166247903554
West Ham_19_20,8.774964387392123,8.774964387392123,9.1104335791443,7.681145747868608,7.874007874011811,7.0710678118654755,6.782329983125268,5.830951894845301,6.708203932499369,4.69041575982343,3.4641016151377544,3.0,2.23606797749979,3.1622776601683795,2.23606797749979,4.242640687119285,2.23606797749979,2.449489742783178,1.4142135623730951,2.449489742783178
Aston Villa_19_20,8.366600265340756,8.366600265340756,8.717797887081348,7.483314773547883,7.810249675906654,6.4031242374328485,6.4031242374328485,5.385164807134504,5.830951894845301,4.123105625617661,3.3166247903554,3.1622776601683795,1.4142135623730951,3.0,2.449489742783178,3.605551275463989,1.4142135623730951,2.23606797749979,1.0,3.605551275463989
Newcastle Utd_19_20,8.246211251235321,8.246211251235321,9.273618495495704,7.3484692283495345,7.280109889280518,6.708203932499369,5.744562646538029,5.744562646538029,5.830951894845301,4.358898943540674,3.605551275463989,3.1622776601683795,1.4142135623730951,1.7320508075688772,3.7416573867739413,2.23606797749979,0.0,1.0,2.23606797749979,4.123105625617661
Southampton_19_20,8.774964387392123,8.774964387392123,9.433981132056603,7.810249675906654,7.874007874011811,7.0710678118654755,6.48074069840786,6.0,6.4031242374328485,4.69041575982343,3.7416573867739413,3.3166247903554,1.7320508075688772,2.449489742783178,3.0,3.1622776601683795,1.0,1.4142135623730951,1.4142135623730951,3.1622776601683795
Watford_19_20,8.774964387392123,8.774964387392123,10.04987562112089,7.810249675906654,7.483314773547883,7.483314773547883,6.0,6.48074069840786,6.557438524302,5.0990195135927845,4.242640687119285,3.605551275463989,2.23606797749979,1.4142135623730951,4.358898943540674,2.0,1.0,0.0,2.8284271247461903,4.0
Leicester City_20_21,2.8284271247461903,2.8284271247461903,1.4142135623730951,3.1622776601683795,5.385164807134504,2.23606797749979,5.744562646538029,3.0,3.7416573867739413,4.358898943540674,5.385164807134504,6.164414002968976,7.3484692283495345,8.660254037844387,8.12403840463596,9.219544457292887,8.717797887081348,9.433981132056603,8.774964387392123,11.0
Arsenal_20_21,1.0,1.0,3.605551275463989,1.0,3.1622776601683795,2.449489742783178,3.7416573867739413,2.8284271247461903,3.0,3.7416573867739413,4.69041575982343,5.196152422706632,6.557438524302,7.3484692283495345,8.06225774829855,7.874007874011811,7.810249675906654,8.366600265340756,8.366600265340756,10.488088481701515
Aston Villa_20_21,1.0,1.0,5.0,1.0,2.0,3.4641016151377544,2.8284271247461903,3.7416573867739413,3.3166247903554,4.242640687119285,5.0990195135927845,5.385164807134504,6.708203932499369,7.0710678118654755,8.660254037844387,7.483314773547883,7.810249675906654,8.246211251235321,8.717797887081348,10.770329614269007
